Anime Title,entry_id,entry_type,english_name,japanese_name,tmdb_id,anilist_id,Avg. Words/Episode,Unique Words,Kanji Difficulty (1-100),Vocab Difficulty (1-100),Overall Difficulty (1-100),Vocab Density (%),poster_url,episodes,status,genres,start_year,average_score,anilist_img_filename,anilist_status,tmdb_img_filename
Otoko wa Tsurai yo. Torajirou to Tonosama,8003.0,drama_movie,Tora-san Meets His Lordship,男はつらいよ 寅次郎と殿様,movie:286802,,3001,981,27.0,21.4,24.2,7.0,https://image.tmdb.org/t/p/w500/kQvY8O47CfpXKdSpxJwm6XpzGzU.jpg,1.0,FINISHED,Comedy,1977.0,,,not_anilist,kQvY8O47CfpXKdSpxJwm6XpzGzU.jpg
Boku no Uta ga Kikoetara,6708.0,drama_movie,The Box,ぼくの歌が聴こえたら,movie:728814,,1000,495,27.4,21.5,24.4,7.0,https://image.tmdb.org/t/p/w500/4fQy5OmhJjxWHvuWs731qyydOZ.jpg,1.0,FINISHED,"Music, Drama",2021.0,60.0,,not_anilist,4fQy5OmhJjxWHvuWs731qyydOZ.jpg
Naze Boku no Sekai wo Daremo Oboeteinai no ka？,6300.0,anime_tv,Why Does Nobody Remember Me in This World?,なぜ僕の世界を誰も覚えていないのか？,,167419.0,517,1967,34.1,21.4,27.8,7.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx167419-yesWtncEBD9N.jpg,12.0,FINISHED,"Action, Adventure, Fantasy, Sci-Fi",2024.0,62.0,bx167419-yesWtncEBD9N.jpg,downloaded,
Undead Girl Murder Farce,330.0,anime_tv,Undead Murder Farce,アンデッドガール・マーダーファルス,,162983.0,653,2956,38.4,21.5,29.9,7.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx162983-T3nZyk6sUlEj.jpg,13.0,FINISHED,"Drama, Mystery, Supernatural",2023.0,78.0,bx162983-T3nZyk6sUlEj.jpg,downloaded,
JoJo no Kimyou na Bouken. Stardust Crusaders,334.0,anime_tv,JoJo's Bizarre Adventure: Stardust Crusaders,ジョジョの奇妙な冒険 スターダストクルセイダース,,20474.0,453,4451,23.3,21.4,22.3,7.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20474-xuqem5GBlBtb.jpg,24.0,FINISHED,"Action, Adventure, Supernatural",2014.0,79.0,bx20474-xuqem5GBlBtb.jpg,downloaded,
Hagane no Renkinjutsushi,2008.0,anime_tv,Fullmetal Alchemist,鋼の錬金術師,,121.0,339,4229,31.6,21.4,26.5,7.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx121-zjmixZ428Mwv.png,51.0,FINISHED,"Action, Adventure, Drama, Fantasy",2003.0,79.0,bx121-zjmixZ428Mwv.png,downloaded,
Puzzle And Dragons Cross,,,,,,,444,4852,27.6,21.5,24.5,7.0,,,,,,,,not_anilist,
Donten ni Warau Gaiden,,,,,,,400,382,33.6,21.5,27.5,7.0,,,,,,,,not_anilist,
Monster Musume no Oishasan,,,,,,,274,1306,37.0,21.5,29.2,7.0,,,,,,,,not_anilist,
TRICK Shinsaku Special 3,5094.0,drama_movie,,TRICK 新作スペシャル3,movie:581949,,2780,1150,33.1,24.8,28.9,8.0,https://image.tmdb.org/t/p/w500/ynd7zGpwjQhpkSvtDo1eJb35n0o.jpg,1.0,FINISHED,"Mystery, Comedy",2014.0,,,not_anilist,ynd7zGpwjQhpkSvtDo1eJb35n0o.jpg
Gekijouban Ataru. The First Love & The Last Kill,7857.0,drama_movie,Ataru: The First Love & The Last Kill,劇場版 ATARU THE FIRST LOVE＆THE LAST KILL,movie:290234,,2349,956,37.8,24.8,31.3,8.0,https://image.tmdb.org/t/p/w500/sQNlKAwD7HMSJwLuzgUr2eeEHfC.jpg,1.0,FINISHED,"Crime, Mystery, Drama",2013.0,60.0,,not_anilist,sQNlKAwD7HMSJwLuzgUr2eeEHfC.jpg
Kenjuu Buraichou. Asu Naki Otoko,9743.0,drama_movie,Tales of a Gunman: The Man Without Tomorrow,拳銃無頼帖 明日なき男,movie:859454,,2113,819,40.2,24.8,32.5,8.0,https://image.tmdb.org/t/p/w500/bdSXOwbJ2L7jK7QQEhL4MH4y88u.jpg,1.0,FINISHED,"Action, Crime",1960.0,,,not_anilist,bdSXOwbJ2L7jK7QQEhL4MH4y88u.jpg
Onegai Meshigamisama,7038.0,drama_tv,Onegai Meshigamisama,お願いメシ神さま,tv:241654,,625,563,22.7,24.8,23.7,8.0,https://image.tmdb.org/t/p/w500/m8jI1WTaCDQ5wKvn150L68GBKLb.jpg,2.0,FINISHED,,2023.0,,,not_anilist,m8jI1WTaCDQ5wKvn150L68GBKLb.jpg
Crows Zero II,7819.0,drama_movie,Crows Zero II,クローズZERO II,movie:25716,,1244,556,20.4,28.2,24.3,9.0,https://image.tmdb.org/t/p/w500/crNy2cv1U66kRcEkBrcikePHqez.jpg,1.0,FINISHED,"Action, Adventure, Crime, Comedy",2009.0,,,not_anilist,crNy2cv1U66kRcEkBrcikePHqez.jpg
Mamushi no Kyoudai. Orei Mairi,8643.0,drama_movie,The Viper Brothers Rage Again,まむしの兄弟　お礼参り,movie:498149,,1767,727,29.0,28.2,28.6,9.0,https://image.tmdb.org/t/p/w500/zo95zIN40DUZFkV2KvI9PpGdwVp.jpg,1.0,FINISHED,"Action, Crime, Drama",1971.0,,,not_anilist,zo95zIN40DUZFkV2KvI9PpGdwVp.jpg
Saint Seiya. Shinku no Shounen Densetsu,4109.0,anime_movie,Saint Seiya: Legend of Crimson Youth,聖闘士星矢 真紅の少年伝説,,1255.0,1345,525,37.0,28.2,32.6,9.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx1255-Jhh95SAoZqQq.jpg,1.0,FINISHED,"Adventure, Fantasy, Sci-Fi",1988.0,67.0,bx1255-Jhh95SAoZqQq.jpg,downloaded,
Bakuto Kirikomi Tai,5889.0,drama_movie,The Gambler's Counterattack,博徒斬り込み隊,movie:555170,,1867,782,37.1,28.2,32.7,9.0,https://image.tmdb.org/t/p/w500/cxVp2BSsxLuMkBWETgInPNCHCet.jpg,1.0,FINISHED,"Drama, Crime",1971.0,70.0,,not_anilist,cxVp2BSsxLuMkBWETgInPNCHCet.jpg
Pocket Monsters. Mezase Pokémon Master,3766.0,anime_tv,Pokémon: To Be a Pokémon Master: Ultimate Journeys: The Series,ポケットモンスター　めざせポケモンマスター,,158870.0,322,1455,17.5,28.2,22.8,9.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx158870-RJfWBtOFJ6tr.jpg,11.0,FINISHED,"Action, Adventure, Comedy, Fantasy",2023.0,74.0,bx158870-RJfWBtOFJ6tr.jpg,downloaded,
Ishura 2nd Season,8471.0,anime_tv,ISHURA Season 2,異修羅 第2期,,176234.0,629,2645,42.2,28.2,35.2,9.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx176234-Wx2rAYr7YSD8.jpg,12.0,FINISHED,"Action, Drama, Fantasy",2025.0,70.0,bx176234-Wx2rAYr7YSD8.jpg,downloaded,
Crows II,,,,,,,1244,556,20.4,28.2,24.3,9.0,,,,,,,,not_anilist,
Pocket Monsters Best Wishes! Season 2,3760.0,anime_tv,Pokémon BW: Rival Destinies,ポケットモンスター ベストウイッシュ シーズン2,,14093.0,610,3577,18.5,31.6,25.0,10.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx14093-1O75wVFVAiDY.png,24.0,FINISHED,"Action, Adventure, Comedy, Fantasy",2012.0,62.0,bx14093-1O75wVFVAiDY.png,downloaded,
Meiji Gekken. 1874,6994.0,anime_tv,Meiji Gekken: 1874,明治撃剣－1874－,,171144.0,638,1254,33.7,34.9,34.3,11.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx171144-t8VQOhdBTSEy.png,10.0,FINISHED,"Action, Drama, Mystery",2024.0,60.0,bx171144-t8VQOhdBTSEy.png,downloaded,
Saigo no Chuushingura,6252.0,drama_tv,,最後の忠臣蔵,tv:36637,,816,1955,50.9,78.6,64.7,24.0,https://image.tmdb.org/t/p/w500/shHV89PTKMh6Y69NQ1ZDARaRFFX.jpg,6.0,FINISHED,Drama,2004.0,,,not_anilist,shHV89PTKMh6Y69NQ1ZDARaRFFX.jpg
Kyou mo Iyagarase Bentou,8710.0,drama_movie,Bento Harassment,今日も嫌がらせ弁当,movie:514880,,1858,681,21.1,5.0,13.0,2.1,https://image.tmdb.org/t/p/w500/iwouF0FtTJ1kfJfmTNIbVfmQVtA.jpg,1.0,FINISHED,"Family, Comedy, Drama",2019.0,,,not_anilist,iwouF0FtTJ1kfJfmTNIbVfmQVtA.jpg
Title. Kyozetsu,6294.0,drama_movie,Life: Untitled,タイトル、拒絶,movie:647600,,2050,732,23.3,5.0,14.2,2.1,https://image.tmdb.org/t/p/w500/qamiQ0BPO1IkoiAkbDWurdyccc5.jpg,1.0,FINISHED,Drama,2019.0,,,not_anilist,qamiQ0BPO1IkoiAkbDWurdyccc5.jpg
Inu to Kuzu,10311.0,drama_tv,Dog and Scum,犬と屑,tv:227211,,364,928,27.6,5.0,16.3,2.1,https://image.tmdb.org/t/p/w500/rTuQwtDp51XrGl1xvSEfdERpUu3.jpg,8.0,FINISHED,Drama,2023.0,,,not_anilist,rTuQwtDp51XrGl1xvSEfdERpUu3.jpg
"Soredemo Ore wa, Tsuma to Shitai",8502.0,drama_tv,I Still Wanna Have Sex with My Wife,それでも俺は、妻としたい,tv:277815,,608,1635,21.8,4.7,13.2,2.01,https://image.tmdb.org/t/p/w500/opP4aTClhmKTBqjXtdQSQtVAUM8.jpg,12.0,FINISHED,"Comedy, Drama",2025.0,80.0,,not_anilist,opP4aTClhmKTBqjXtdQSQtVAUM8.jpg
Shiawase ni Naru Mittsu no Kaimono,5027.0,drama_tv,,幸せになる3つの買い物,,,1594,668,31.3,4.7,18.0,2.01,,,,,,,,not_anilist,
Happy Hour,6212.0,drama_movie,Happy Hour,ハッピーアワー,movie:354759,,6994,1845,21.1,8.4,14.7,3.1,https://image.tmdb.org/t/p/w500/vocqarMfsL4TtyDqf9eMD8FdqnR.jpg,1.0,FINISHED,Drama,2015.0,,,not_anilist,vocqarMfsL4TtyDqf9eMD8FdqnR.jpg
Hand,8326.0,drama_movie,Hand,手,movie:994739,,1452,544,21.2,8.3,14.8,3.1,https://image.tmdb.org/t/p/w500/qHKJeKCJh2ZEOD4R9arYNCves7e.jpg,1.0,FINISHED,"Drama, Romance",2022.0,,,not_anilist,qHKJeKCJh2ZEOD4R9arYNCves7e.jpg
Precure All Stars New Stage 3. Eien no Tomodachi,5458.0,anime_movie,,プリキュアオールスターズNewStage3 永遠のともだち,,20549.0,646,469,21.5,8.3,14.9,3.1,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20549.jpg,1.0,FINISHED,Mahou Shoujo,2014.0,71.0,20549.jpg,downloaded,
Hot Gimmick. Girl Meets Boy,8176.0,drama_movie,Hot Gimmick: Girl Meets Boy,ホットギミック ガールミーツボーイ,movie:602797,,2582,819,21.9,8.3,15.1,3.1,https://image.tmdb.org/t/p/w500/pdlisiIaZrPUTqP9kNo6hCgHikj.jpg,1.0,FINISHED,"Drama, Romance",2019.0,,,not_anilist,pdlisiIaZrPUTqP9kNo6hCgHikj.jpg
Hyakumanen to Nigamushi Onna,9195.0,drama_movie,One Million Yen Girl,百万円と苦虫女,movie:69454,,1894,763,27.0,8.0,17.5,3.01,https://image.tmdb.org/t/p/w500/qtsVcg3iLYNWmTRgt0FKEcPpsjz.jpg,1.0,FINISHED,Drama,2008.0,,,not_anilist,qtsVcg3iLYNWmTRgt0FKEcPpsjz.jpg
Sagasu,8263.0,drama_movie,Missing,さがす,movie:874476,,2111,1345,30.5,8.0,19.3,3.01,https://image.tmdb.org/t/p/w500/eR26BRl4zu36xeIzWdYgtvRVH2d.jpg,1.0,FINISHED,"Thriller, Mystery, Drama, Crime",2022.0,70.0,,not_anilist,eR26BRl4zu36xeIzWdYgtvRVH2d.jpg
Matinee no Owari ni,10466.0,drama_movie,Matinee,マチネの終わりに,movie:619585,,1329,603,30.8,8.0,19.4,3.01,https://image.tmdb.org/t/p/w500/dF0ih0vEt5rmW9VwnZvYM8rMUAr.jpg,1.0,FINISHED,"Romance, Drama",2019.0,,,not_anilist,dF0ih0vEt5rmW9VwnZvYM8rMUAr.jpg
Kitchen,6315.0,drama_movie,Kitchen,キッチン,movie:418815,,1892,749,36.1,8.1,22.1,3.01,https://image.tmdb.org/t/p/w500/3RDZui2VlcaWsGO9YlbAaK9ge0X.jpg,1.0,FINISHED,"Romance, Drama",1989.0,60.0,,not_anilist,3RDZui2VlcaWsGO9YlbAaK9ge0X.jpg
Zenmou no Boku ga Bengoshi ni Natta Riyuu,5163.0,drama_movie,Justice is Blind: The Moving Tale of a Vision-Impaired Lawyer,全盲の僕が弁護士になった理由,movie:357137,,2520,886,38.7,8.3,23.5,3.1,https://image.tmdb.org/t/p/w500/lRTHfFLAqyumrNJNHw8buRA0Zox.jpg,1.0,FINISHED,,2014.0,,,not_anilist,lRTHfFLAqyumrNJNHw8buRA0Zox.jpg
Gakko III,10774.0,drama_movie,A Class to Remember III: The New Voyage,学校III,movie:129696,,3158,1156,39.0,8.4,23.7,3.1,https://image.tmdb.org/t/p/w500/tPbtaewdz8PkqtCjFfCkmorn5Ju.jpg,1.0,FINISHED,Drama,1998.0,,,not_anilist,tPbtaewdz8PkqtCjFfCkmorn5Ju.jpg
Shitei Bengoshi,5467.0,drama_movie,Designated Lawyer,指定弁護士,movie:566489,,3644,1031,68.0,8.4,38.2,3.1,https://image.tmdb.org/t/p/w500/wxFYn9TZN2oq3P5PlxMzcBMYkN0.jpg,1.0,FINISHED,"TV Movie, Drama",2018.0,,,not_anilist,wxFYn9TZN2oq3P5PlxMzcBMYkN0.jpg
WE ARE! Let’s get the party STARTO!!,8166.0,drama_tv,WE ARE! Let's get the party STARTO!!,WE ARE! Let's get the party STARTO!!,tv:262868,,2292,1122,24.2,8.0,16.1,3.01,https://image.tmdb.org/t/p/w500/qkNgDNROpQVW1d2OADrK14uyHlr.jpg,2.0,RELEASING,Reality,2024.0,,,not_anilist,qkNgDNROpQVW1d2OADrK14uyHlr.jpg
Percent,7463.0,drama_tv,Percent,パーセント,tv:247468,,1194,1348,30.7,8.3,19.5,3.1,https://image.tmdb.org/t/p/w500/oFIQaUgWznLerN6DuTvHKeHCK7N.jpg,4.0,FINISHED,Drama,2024.0,,,not_anilist,oFIQaUgWznLerN6DuTvHKeHCK7N.jpg
"Otoko Copywriter, Ikukyu wo Toru",4687.0,drama_tv,A Copywriter Takes Paternity Leave,男コピーライター、育休をとる。,tv:128223,,582,1043,32.5,8.0,20.3,3.01,https://image.tmdb.org/t/p/w500/vrSt7aBC4eDiIf0qHzomHrWzyvx.jpg,6.0,FINISHED,"Drama, Family",2021.0,,,not_anilist,vrSt7aBC4eDiIf0qHzomHrWzyvx.jpg
Pension Metsa,4073.0,drama_tv,,ペンションメッツァ,tv:114014,,354,685,23.5,8.1,15.8,3.01,https://image.tmdb.org/t/p/w500/fYulJwKtjr3nqDdcXXiXgaGIVUz.jpg,7.0,FINISHED,"Drama, Comedy",2021.0,60.0,,not_anilist,fYulJwKtjr3nqDdcXXiXgaGIVUz.jpg
Kingyo Tsuma,7935.0,drama_tv,Fishbowl Wives,金魚妻,tv:154861,,549,1271,22.2,8.3,15.3,3.1,https://image.tmdb.org/t/p/w500/2wt5obMk1u0McCiRSL7exFsPmYL.jpg,8.0,FINISHED,Drama,2022.0,,,not_anilist,2wt5obMk1u0McCiRSL7exFsPmYL.jpg
Creator’s File. GOLD,7923.0,drama_tv,Creator's File: GOLD,クリエイターズ・ファイル GOLD,tv:126840,,676,1525,27.9,8.1,18.0,3.01,https://image.tmdb.org/t/p/w500/1MRvLGiDCqwkbX0IChXnMb7VE5V.jpg,8.0,FINISHED,Reality,2021.0,,,not_anilist,1MRvLGiDCqwkbX0IChXnMb7VE5V.jpg
Miseinen. Mijuku na Oretachi wa Bukiyou ni Shinkouchuu,7788.0,drama_tv,Our Youth,未成年～未熟な俺たちは不器用に進行中～,tv:272512,,323,1006,23.0,8.4,15.7,3.1,https://image.tmdb.org/t/p/w500/wgjVCLLzDmH3Y5leC8mStrblhrG.jpg,10.0,FINISHED,Drama,2024.0,,,not_anilist,wgjVCLLzDmH3Y5leC8mStrblhrG.jpg
3B no Koibito,4056.0,drama_tv,The 3Bs You Shouldn’t Date,3Bの恋人,tv:116406,,376,1187,27.0,8.0,17.5,3.01,https://image.tmdb.org/t/p/w500/uFgGFw3HPlt7tTQrDtujOfGXqK2.jpg,10.0,FINISHED,"Drama, Comedy",2021.0,30.0,,not_anilist,uFgGFw3HPlt7tTQrDtujOfGXqK2.jpg
Shiro Demo Kuro Demonai Sekai De Panda Wa Warau,4433.0,drama_tv,PANDA Judges the World,シロでもクロでもない世界で、パンダは笑う,tv:99793,,910,2097,32.4,8.3,20.4,3.1,https://image.tmdb.org/t/p/w500/Aw4tL7jBkV0AqyfltPEF5wmSG3p.jpg,10.0,FINISHED,"Action & Adventure, Mystery",2020.0,,,not_anilist,Aw4tL7jBkV0AqyfltPEF5wmSG3p.jpg
Magerarenai Onna,2298.0,drama_tv,The Unbending Woman,曲げられない女,tv:36045,,1147,2146,36.2,8.4,22.3,3.1,https://image.tmdb.org/t/p/w500/mdqrCecMyWypDEDSTDoQdZPjNIE.jpg,10.0,FINISHED,"Drama, Comedy",2010.0,,,not_anilist,mdqrCecMyWypDEDSTDoQdZPjNIE.jpg
Koukaku Fudou Senki Robo-san,2777.0,drama_tv,,甲殻不動戦記 ロボサン,tv:237841,,610,1504,30.2,8.3,19.3,3.1,https://image.tmdb.org/t/p/w500/alpzY4c1yoBYXaLVALvj1Xn3jqr.jpg,11.0,FINISHED,,2014.0,,,not_anilist,alpzY4c1yoBYXaLVALvj1Xn3jqr.jpg
Sorairo Utility (TV),8437.0,anime_tv,Sorairo Utility (TV),空色ユーティリティ (TV),,174596.0,515,1799,19.8,8.4,14.1,3.1,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx174596-GbgKrUtBBuIg.jpg,12.0,FINISHED,"Slice of Life, Sports",2025.0,70.0,bx174596-GbgKrUtBBuIg.jpg,downloaded,
Otonari ni Ginga,841.0,anime_tv,A Galaxy Next Door,おとなりに銀河,,148098.0,328,2633,23.7,8.3,16.0,3.1,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx148098-MI9Rm8JVhSh0.jpg,12.0,FINISHED,"Comedy, Romance",2023.0,70.0,bx148098-MI9Rm8JVhSh0.jpg,downloaded,
Koi to Uso,1143.0,anime_tv,LOVE and LIES,恋と嘘,,98320.0,283,1678,29.0,8.0,18.5,3.01,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx98320-VwCcTBeEs08J.jpg,12.0,FINISHED,"Drama, Romance",2017.0,61.0,bx98320-VwCcTBeEs08J.jpg,downloaded,
Hello!! Kiniro Mosaic,10645.0,anime_tv,Hello!! KINMOZA!,ハロー!!きんいろモザイク,,20654.0,565,1881,29.0,8.3,18.7,3.1,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20654-mXuY0nxLV96O.png,12.0,FINISHED,"Comedy, Slice of Life",2015.0,73.0,bx20654-mXuY0nxLV96O.png,downloaded,
Dakishimetai!,5041.0,drama_tv,,抱きしめたい！,tv:36332,,2840,921,31.7,8.3,20.0,3.1,https://image.tmdb.org/t/p/w500/75gFYwaJQl6oj4wIX6YYYgIMelY.jpg,12.0,FINISHED,"Drama, Comedy",1988.0,,,not_anilist,75gFYwaJQl6oj4wIX6YYYgIMelY.jpg
Renai Jidai,3161.0,drama_tv,Love: Redux,恋愛時代,tv:115850,,853,2031,36.9,8.1,22.5,3.01,https://image.tmdb.org/t/p/w500/w7QGOPlNQsJ8OaAtVcaNW6mhlk4.jpg,12.0,FINISHED,Drama,2015.0,70.0,,not_anilist,w7QGOPlNQsJ8OaAtVcaNW6mhlk4.jpg
Love Live! Nijigasaki Gakuen School Idol Doukoukai 2,4469.0,anime_tv,Love Live! Nijigasaki High School Idol Club Season 2,ラブライブ！虹ヶ咲学園スクールアイドル同好会 2,,133891.0,566,1700,30.8,8.3,19.6,3.1,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx133891-VzjX5rquZqd0.png,13.0,FINISHED,"Music, Slice of Life",2022.0,76.0,bx133891-VzjX5rquZqd0.png,downloaded,
Mr. Q,6892.0,drama_tv,Mr. Q,Mr. Q,tv:153958,,1030,3469,36.6,8.4,22.5,3.1,https://image.tmdb.org/t/p/w500/mTy94elZ2ZHtm7d3l72wli9i8u.jpg,18.0,FINISHED,,1998.0,40.0,,not_anilist,mTy94elZ2ZHtm7d3l72wli9i8u.jpg
Saito-san,2622.0,drama_tv,Saito-san,斉藤さん,tv:57981,,1204,2210,28.0,8.3,18.2,3.1,https://image.tmdb.org/t/p/w500/uZmm4HboEEskkhSX7VgTsfASOnI.jpg,21.0,FINISHED,"Drama, Family",2008.0,,,not_anilist,uZmm4HboEEskkhSX7VgTsfASOnI.jpg
My Universe,7230.0,drama_tv,My Universe,,tv:231299,,1034,2911,34.2,8.3,21.3,3.1,https://image.tmdb.org/t/p/w500/v4Lq9IMnfz4hFFFiMZnSPVoLTwg.jpg,24.0,FINISHED,Drama,2023.0,,,not_anilist,v4Lq9IMnfz4hFFFiMZnSPVoLTwg.jpg
Hot Gimmick Girl Meets Boy,,,,,,,2582,819,21.9,8.3,15.1,3.1,,,,,,,,not_anilist,
Inochi no Baton. Akachan Engumi ga Tsunagu Kizuna,5664.0,drama_tv,Baton of Life: The Bonds That Baby Marriage Connects,命のバトン ～赤ちゃん縁組がつなぐ絆～,,,1803,1055,39.8,8.3,24.1,3.1,,,,,,,,not_anilist,
Haha Kaeru. AI no Yuigon,5496.0,drama_tv,The Mother Returns? AI's Will,母、帰る～AIの遺言～,,,999,477,41.3,8.4,24.9,3.1,,,,,,,,not_anilist,
Eki,9803.0,drama_movie,Station,駅 STATION,movie:115221,,847,448,18.4,11.4,14.9,4.01,https://image.tmdb.org/t/p/w500/ASuWq3kDQRdXLe5B5WVXJq0lls.jpg,1.0,FINISHED,"Drama, Thriller, Romance",1981.0,,,not_anilist,ASuWq3kDQRdXLe5B5WVXJq0lls.jpg
Fortuna no Hitomi,9708.0,drama_movie,Fortuna's Eye,フォルトゥナの瞳,movie:522837,,1248,534,24.4,11.4,17.9,4.01,https://image.tmdb.org/t/p/w500/ipDsgNCdLOECXYa2qnC57gIF4KG.jpg,1.0,FINISHED,Drama,2019.0,,,not_anilist,ipDsgNCdLOECXYa2qnC57gIF4KG.jpg
Otoko wa Tsurai yo. Shibamata Bojou,7990.0,drama_movie,Tora-san's Dear Old Home,男はつらいよ 柴又慕情,movie:253850,,3039,906,24.7,11.4,18.1,4.01,https://image.tmdb.org/t/p/w500/50fvjEmTZnbGBORjzxNQ2Xikrhf.jpg,1.0,FINISHED,Comedy,1972.0,,,not_anilist,50fvjEmTZnbGBORjzxNQ2Xikrhf.jpg
Ringu,3807.0,drama_movie,Ring,リング,movie:2671,,923,421,25.4,11.4,18.4,4.01,https://image.tmdb.org/t/p/w500/1YINof6kN5yRdePEbcU5360ejoq.jpg,1.0,FINISHED,"Horror, Thriller",1998.0,,,not_anilist,1YINof6kN5yRdePEbcU5360ejoq.jpg
Otoko wa Tsurai yo. Shibamata Yori Ai wo Komete,8005.0,drama_movie,Tora-san's Island Encounter,男はつらいよ　柴又より愛をこめて,movie:417857,,2705,974,28.5,11.7,20.1,4.1,https://image.tmdb.org/t/p/w500/qihtyrMPEiJ6u2b6g4Hx4JjN7Nd.jpg,1.0,FINISHED,Comedy,1985.0,80.0,,not_anilist,qihtyrMPEiJ6u2b6g4Hx4JjN7Nd.jpg
Haruka na Jidai no Kaidan wo,6984.0,drama_movie,The Stairway to the Distant Past,遙かな時代の階段を,movie:122233,,1366,648,28.6,11.7,20.2,4.1,https://image.tmdb.org/t/p/w500/DzobQXrzJF32ong4QTCiJC2JD6.jpg,1.0,FINISHED,"Drama, Crime",1995.0,70.0,,not_anilist,DzobQXrzJF32ong4QTCiJC2JD6.jpg
Hatsukoi,8181.0,drama_movie,First Love,初恋,movie:597094,,745,1814,32.5,11.7,22.1,4.1,https://image.tmdb.org/t/p/w500/oCf0l04CXswtzRMExzbalGYftRM.jpg,1.0,FINISHED,"Crime, Action, Comedy",2019.0,,,not_anilist,oCf0l04CXswtzRMExzbalGYftRM.jpg
Boukyou,5304.0,drama_movie,Nostalgia,望郷,movie:561321,,2520,917,34.3,11.4,22.9,4.01,https://image.tmdb.org/t/p/w500/7OIli3HT81iFrXi6DhONtMcs05K.jpg,1.0,FINISHED,"TV Movie, Mystery",2016.0,90.0,,not_anilist,7OIli3HT81iFrXi6DhONtMcs05K.jpg
Nemuru Hone,10928.0,drama_tv,,眠る骨,tv:256304,,1511,650,34.3,11.7,23.0,4.1,NO POSTER,1.0,RELEASING,,2006.0,,,not_anilist,
0.1% World,6712.0,drama_movie,0.1% World,,movie:929813,,1547,757,35.8,11.4,23.6,4.01,https://image.tmdb.org/t/p/w500/yN18OmWKtXy9caHqLc1WZnqVijR.jpg,1.0,FINISHED,"Romance, Comedy",2022.0,,,not_anilist,yN18OmWKtXy9caHqLc1WZnqVijR.jpg
Kiriko no Fuukei,10741.0,drama_movie,You Alone Can't See,キリコの風景,movie:926397,,1830,655,35.6,11.7,23.6,4.1,https://image.tmdb.org/t/p/w500/rykkGSDF0TulFwj70nCeHh9Sbpu.jpg,1.0,FINISHED,"Drama, Fantasy, Romance",1998.0,,,not_anilist,rykkGSDF0TulFwj70nCeHh9Sbpu.jpg
Fushigi no Kuni no Suugakusha,6911.0,drama_movie,In Our Prime,不思議の国の数学者,movie:628802,,1998,922,37.1,11.7,24.4,4.1,https://image.tmdb.org/t/p/w500/ypUHhgPyawYu2SeTHMmaYUZ9HaF.jpg,1.0,FINISHED,Drama,2022.0,80.0,,not_anilist,ypUHhgPyawYu2SeTHMmaYUZ9HaF.jpg
Stitch! Perfect Memory,10161.0,anime_tv,Stitch! Perfect Memory,スティッチ! パーフェクト・メモリー,,147815.0,1096,545,38.7,11.4,25.1,4.01,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b147815-qmFY2qp2l3lC.jpg,1.0,FINISHED,"Adventure, Comedy, Sci-Fi",2015.0,,b147815-qmFY2qp2l3lC.jpg,downloaded,
Bokura no Yuuki. Miman Toshi 2017,5373.0,drama_movie,Miman City 2017,ぼくらの勇気 未満都市2017,movie:552573,,2321,1054,39.1,11.4,25.2,4.01,https://image.tmdb.org/t/p/w500/fkFSEdfhNvkqAZdMJYxu3bReeUg.jpg,1.0,FINISHED,,2017.0,70.0,,not_anilist,fkFSEdfhNvkqAZdMJYxu3bReeUg.jpg
Soredemo Boku wa Yattenai,6216.0,drama_movie,I Just Didn't Do It,それでもボクはやってない,movie:22449,,5312,1289,60.5,11.7,36.1,4.1,https://image.tmdb.org/t/p/w500/8SWnHY5wBJioLuofYSBvnsYertg.jpg,1.0,FINISHED,Drama,2007.0,,,not_anilist,8SWnHY5wBJioLuofYSBvnsYertg.jpg
Kokoro Connect. Michi Random,5839.0,anime_tv,Kokoro Connect ~ The OVAs,ココロコネクト ミチランダム,,16001.0,565,1086,33.2,11.7,22.4,4.1,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx16001-XLc5ZdWeM3fp.png,4.0,FINISHED,"Drama, Romance, Slice of Life, Supernatural",2012.0,76.0,bx16001-XLc5ZdWeM3fp.png,downloaded,
